id_kecamatan,nama_kecamatan,nama_kabupaten,tahun,jumlah_penduduk_jiwa,luas_hutan_ha,luas_kebun_ha,luas_semak_ha,luas_kering_ha,luas_sawah_ha,luas_tambang_ha,luas_terbangun_ha,luas_air_ha,total_pk_sawah_ton,total_pb_sawah_ton,total_e_sawah_mcal,yield_pk_sawah_ton_ha,yield_pb_sawah_ton_ha,yield_e_sawah_mcal_ha,total_pk_kering_ton,total_pb_kering_ton,total_e_kering_mcal,yield_pk_kering_ton_ha,yield_pb_kering_ton_ha,yield_e_kering_mcal_ha,energi_tersedia_mcal,kebutuhan_energi_mcal,gap_energi_mcal,rasio_energi_kebutuhan,delta_jumlah_penduduk_jiwa,pct_jumlah_penduduk_jiwa,delta_luas_sawah_ha,pct_luas_sawah_ha,delta_luas_kering_ha,pct_luas_kering_ha,delta_total_pk_sawah_ton,pct_total_pk_sawah_ton,delta_total_pb_sawah_ton,pct_total_pb_sawah_ton,delta_total_e_sawah_mcal,pct_total_e_sawah_mcal,delta_yield_pk_sawah_ton_ha,pct_yield_pk_sawah_ton_ha,delta_yield_pb_sawah_ton_ha,pct_yield_pb_sawah_ton_ha,delta_yield_e_sawah_mcal_ha,pct_yield_e_sawah_mcal_ha,delta_total_pk_kering_ton,pct_total_pk_kering_ton,delta_total_pb_kering_ton,pct_total_pb_kering_ton,delta_total_e_kering_mcal,pct_total_e_kering_mcal,delta_yield_pk_kering_ton_ha,pct_yield_pk_kering_ton_ha,delta_yield_pb_kering_ton_ha,pct_yield_pb_kering_ton_ha,delta_yield_e_kering_mcal_ha,pct_yield_e_kering_mcal_ha,delta_energi_tersedia_mcal,pct_energi_tersedia_mcal,delta_kebutuhan_energi_mcal,pct_kebutuhan_energi_mcal,delta_sawah_hurs,delta_kering_hurs,delta_sawah_mrso,delta_kering_mrso,delta_sawah_pr,delta_kering_pr,delta_sawah_tas,delta_kering_tas,indeks_k2_komposit,indeks_sfai,indeks_akses_informasi
161,Poli Polia,Kolaka Timur,2025,17187.61,255.06,60.3,770.04,10188.45,290.97,0.0,562.59,0.0,2082.47,1327.58,4739447.5,7.16,4.56,16288.44,93503.88,79169.73,171537040.0,9.18,7.77,16836.42,176276487.5,7904583.0,168371904.5,22.3005,2847.31,19.86,-385.92,-57.01,601.83,6.28,-970.78,-31.79,-618.87,-31.79,-2209376.5,-31.79,2.65,58.76,1.68,58.33,6022.63,58.67,-46748.37,-33.33,-39581.86,-33.33,-85762000.0,-33.33,-5.45,-37.25,-4.62,-37.29,-10002.97,-37.27,-87971376.5,-33.29,1309480.5,19.86,-1.6949,-1.4377,-0.0014,-0.0007,-4.3671,-4.1364,0.071,0.0463,0.4821,0.4821,0.386
162,Lambandia,Kolaka Timur,2025,29476.52,1750.41,111.24,745.2,14938.47,2593.98,0.0,977.94,0.0,16702.22,10647.67,38012172.0,6.44,4.1,14654.0,130676.02,110643.36,239731008.0,8.75,7.41,16047.9,277743180.0,13556248.0,264186932.0,20.4882,5489.14,22.88,-1548.0,-37.37,1562.31,11.68,-1981.05,-10.6,-1262.91,-10.6,-4508616.0,-10.6,1.93,42.79,1.22,42.36,4388.19,42.75,-65017.23,-33.22,-55050.08,-33.22,-119276960.0,-33.22,-5.88,-40.19,-4.98,-40.19,-10791.49,-40.21,-123785576.0,-30.83,2524452.0,22.88,-2.1204,-1.99,-0.0024,-0.0028,1.1038,-1.0739,0.1023,0.1056,0.4609,0.4609,0.293
163,Lalolae,Kolaka Timur,2025,6574.82,1704.87,1437.57,521.46,925.92,257.49,0.0,159.39,0.0,1566.76,998.81,3565741.25,6.08,3.88,13848.08,7931.07,6715.24,14549903.0,8.57,7.25,15714.0,18115644.25,3023759.5,15091884.75,5.9911,868.76,15.23,-465.12,-64.37,199.98,27.55,-1692.72,-51.93,-1079.11,-51.93,-3852435.75,-51.93,1.57,34.81,1.0,34.72,3582.27,34.9,-2689.43,-25.32,-2277.14,-25.32,-4933885.0,-25.32,-6.06,-41.42,-5.14,-41.49,-11125.39,-41.45,-8786320.75,-32.66,399543.75,15.23,-0.0965,-0.0581,0.0011,0.0011,3.8832,4.435,-0.0989,-0.0822,0.591,0.591,0.5037
164,Mowewe,Kolaka Timur,2025,15773.1,13563.18,22.77,302.76,2346.39,1137.51,0.0,340.38,0.0,5819.51,3709.94,13244481.0,5.12,3.26,11643.4,20141.82,17054.08,36951064.0,8.58,7.27,15748.05,50195545.0,7254047.0,42941498.0,6.9197,2385.27,17.82,-620.19,-35.28,557.55,31.17,-2108.96,-26.6,-1344.46,-26.6,-4799733.0,-26.6,0.61,13.53,0.38,13.19,1377.59,13.42,-6028.91,-23.04,-5104.68,-23.04,-11060308.0,-23.04,-6.05,-41.35,-5.12,-41.32,-11091.34,-41.32,-15860041.0,-24.01,1096985.0,17.82,0.4728,0.4969,0.0016,0.0018,8.6654,8.1259,-0.1281,-0.1731,0.3471,0.3471,0.5348
165,Uluiwoi,Kolaka Timur,2025,11456.11,19537.2,0.0,1141.56,2698.47,0.0,0.0,142.38,89.1,0.0,0.0,0.0,0.0,0.0,0.0,24765.04,20968.56,45432584.0,9.18,7.77,16836.42,45432584.0,5268664.0,40163920.0,8.6232,1822.11,18.91,0.0,0.0,-146.07,-5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16850.58,-40.49,-14267.39,-40.49,-30913136.0,-40.49,-5.45,-37.25,-4.62,-37.29,-10002.97,-37.27,-30913136.0,-40.49,837986.5,18.91,0.0,0.5724,0.0,-0.0013,0.0,-6.7886,0.0,-0.1684,0.252,0.252,0.4005
166,Tinondo,Kolaka Timur,2025,22103.36,29039.76,2273.22,259.56,8095.05,44.73,0.0,277.92,1.71,241.81,154.16,550334.62,5.41,3.45,12303.48,69372.15,58737.39,127266288.0,8.57,7.26,15721.49,127816622.62,10165336.0,117651286.62,12.5738,3319.8,17.67,-524.25,-92.14,81.99,1.02,-2324.69,-90.58,-1481.99,-90.58,-5290706.38,-90.58,0.9,19.96,0.57,19.79,2037.67,19.85,-47858.92,-40.82,-40522.13,-40.82,-87799408.0,-40.82,-6.06,-41.42,-5.13,-41.4,-11117.91,-41.42,-93090114.38,-42.14,1526778.0,17.67,-0.0757,0.268,-0.0003,0.0002,-1.8441,-0.3396,0.1144,-0.1242,0.266,0.266,0.485
167,Aere,Kolaka Timur,2025,19525.3,11722.32,11.88,2028.33,16844.94,21.33,0.0,72.09,0.0,158.75,101.2,361300.06,7.44,4.74,16938.59,162993.23,138006.34,299018304.0,9.68,8.19,17751.22,299379604.06,8979681.0,290399923.06,33.3397,3465.14,21.58,-325.08,-93.84,1073.97,6.81,-1403.8,-89.84,-894.93,-89.84,-3194878.94,-89.84,2.93,64.97,1.86,64.58,6672.78,65.0,-67736.02,-29.36,-57352.11,-29.36,-124264960.0,-29.36,-4.95,-33.83,-4.2,-33.9,-9088.17,-33.86,-127459838.94,-29.86,1593615.0,21.58,-1.7429,-1.4999,-0.0033,-0.0006,-4.2462,-2.7605,0.215,0.0694,0.3769,0.3769,0.3791
168,Ueesi,Kolaka Timur,2025,24676.66,182268.9,0.0,1713.15,2801.7,0.0,0.0,61.38,316.71,0.0,0.0,0.0,0.0,0.0,0.0,27217.24,23044.84,49931252.0,9.71,8.23,17821.77,49931252.0,11348803.0,38582449.0,4.3997,4754.02,23.86,0.0,0.0,-719.55,-20.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24298.66,-47.17,-20573.65,-47.17,-44576956.0,-47.17,-4.92,-33.63,-4.16,-33.58,-9017.62,-33.6,-44576956.0,-47.17,2186381.0,23.86,0.0,0.7784,0.0,0.0004,0.0,21.8043,0.0,-0.2434,0.0699,0.0699,0.1765
169,Dangia,Kolaka Timur,2025,12318.05,1970.82,87.93,2351.79,7391.07,220.95,0.0,558.18,0.0,1496.67,954.13,3406226.5,6.77,4.32,15416.28,65459.57,55424.63,120088528.0,8.86,7.5,16247.79,123494754.5,5665071.0,117829683.5,21.7993,1389.2,12.71,-340.83,-60.67,453.33,6.53,-1037.36,-40.94,-661.31,-40.94,-2360901.0,-40.94,2.26,50.11,1.44,50.0,5150.47,50.17,-36039.57,-35.51,-30514.69,-35.51,-66116176.0,-35.51,-5.77,-39.44,-4.89,-39.47,-10591.6,-39.46,-68477077.0,-35.67,638894.0,12.71,-1.8572,-2.1011,-0.0005,-0.0028,-7.4582,-4.7885,0.1013,0.1096,0.4599,0.4599,0.3218
170,Wawonii Barat,Konawe Kepulauan,2025,10329.67,3677.49,118.26,3715.65,2495.61,0.0,0.0,230.94,0.81,0.0,0.0,0.0,0.0,0.0,0.0,58181.55,49262.33,106736672.0,23.31,19.74,42769.77,106736672.0,4750615.5,101986056.5,22.468,1022.14,10.98,0.0,0.0,-548.01,-18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-286.39,-0.49,-242.48,-0.49,-525392.0,-0.49,4.1,21.34,3.47,21.33,7528.16,21.36,-525392.0,-0.49,470085.5,10.98,0.0,0.5662,0.0,-0.0004,0.0,-34.4362,0.0,-0.2569,0.4316,0.4316,0.2541
171,Wawonii Utara,Konawe Kepulauan,2025,6400.34,6538.23,0.0,1976.94,2823.66,0.09,0.0,151.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56217.35,47599.24,103133272.0,19.91,16.86,36524.68,103133272.0,2943514.75,100189757.25,35.0375,679.96,11.89,-114.39,-99.92,-236.07,-7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2560.06,-4.36,-2167.6,-4.36,-4696536.0,-4.36,0.7,3.64,0.59,3.63,1283.07,3.64,-4696536.0,-4.36,312713.25,11.89,0.496,0.5525,0.0028,0.0014,-39.7544,-38.4715,-0.2521,-0.2466,0.3124,0.3124,0.2075
172,Wawonii Timur Laut,Konawe Kepulauan,2025,2890.22,900.09,0.0,739.62,1676.88,0.0,0.0,123.66,138.15,0.0,0.0,0.0,0.0,0.0,0.0,33712.4,28544.29,61846912.0,20.1,17.02,36882.13,61846912.0,1329211.62,60517700.38,46.529,242.19,9.15,0.0,0.0,34.11,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.79,6.83,1824.46,6.83,3953060.0,6.83,0.89,4.63,0.75,4.61,1640.52,4.66,3953060.0,6.83,111382.87,9.15,0.0,0.5225,0.0,0.0002,0.0,-38.4142,0.0,-0.2365,0.4394,0.4394,0.1698
173,Wawonii Timur,Konawe Kepulauan,2025,5237.66,3729.33,0.0,2103.48,3119.31,0.0,0.0,140.85,0.27,0.0,0.0,0.0,0.0,0.0,0.0,64450.98,54570.66,118238240.0,20.66,17.49,37905.25,118238240.0,2408801.25,115829438.75,49.0859,197.79,3.92,0.0,0.0,-603.81,-16.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7070.16,-9.89,-5986.29,-9.89,-12970504.0,-9.89,1.45,7.55,1.22,7.5,2663.64,7.56,-12970504.0,-9.89,90965.0,3.92,0.0,0.5202,0.0,0.0007,0.0,-36.4989,0.0,-0.239,0.2462,0.2462,0.1779
174,Wawonii Tenggara,Konawe Kepulauan,2025,8107.49,9025.74,0.0,5693.49,697.41,0.0,146.07,130.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14795.61,12527.44,27143208.0,21.22,17.96,38920.02,27143208.0,3728634.75,23414573.25,7.2797,568.96,7.55,0.0,0.0,-176.04,-20.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1983.36,-11.82,-1679.32,-11.82,-3638568.0,-11.82,2.01,10.46,1.69,10.39,3678.42,10.44,-3638568.0,-11.82,261663.5,7.55,0.0,0.5926,0.0,-0.0048,0.0,-31.746,0.0,-0.2507,0.316,0.316,0.2158
175,Wawonii Selatan,Konawe Kepulauan,2025,7153.66,6913.17,0.0,3404.52,3424.14,0.0,0.0,99.18,52.65,0.0,0.0,0.0,0.0,0.0,0.0,71155.25,60247.16,130537536.0,20.78,17.59,38122.72,130537536.0,3289969.75,127247566.25,39.6774,1044.95,17.11,-91.44,-100.0,55.08,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6435.62,9.94,5449.04,9.94,11806440.0,9.94,1.57,8.17,1.32,8.11,2881.11,8.18,11806440.0,9.94,480573.25,17.11,0.0,0.398,0.0,-0.0007,0.0,-31.1635,0.0,-0.2223,0.3964,0.3964,0.2538
176,Wawonii Tengah,Konawe Kepulauan,2025,6458.77,1723.23,0.0,2911.41,1463.31,0.0,0.0,213.21,216.18,0.0,0.0,0.0,0.0,0.0,0.0,30731.74,26020.56,56378756.0,21.0,17.78,38528.24,56378756.0,2970389.0,53408367.0,18.9803,787.35,13.88,0.0,0.0,-458.37,-23.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6183.73,-16.75,-5235.77,-16.75,-11344324.0,-16.75,1.79,9.32,1.51,9.28,3286.64,9.33,-11344324.0,-16.75,362101.75,13.88,0.0,0.4497,0.0,-0.0031,0.0,-30.1779,0.0,-0.243,0.4485,0.4485,0.2817
177,Sawerigadi,Muna Barat,2025,14613.27,595.44,136.08,782.28,8421.66,59.04,0.0,145.26,29.97,281.17,179.25,639914.25,4.76,3.04,10838.66,46875.1,39689.14,85994464.0,5.57,4.71,10211.11,86634378.25,6720644.5,79913733.75,12.8908,1510.34,11.53,-187.29,-76.03,878.31,11.64,-490.21,-63.55,-312.5,-63.55,-1115644.63,-63.55,1.63,52.08,1.04,52.0,3711.8,52.08,-13622.57,-22.52,-11534.23,-22.52,-24991216.0,-22.52,-2.45,-30.55,-2.08,-30.63,-4501.94,-30.6,-26106860.63,-23.16,694605.5,11.53,-1.1067,-1.1269,-0.0001,-0.0002,-12.7089,-13.6614,-0.0563,-0.0511,0.4739,0.4739,0.5045
178,Barangka,Muna Barat,2025,7709.53,0.09,0.0,685.62,3715.2,0.0,0.0,281.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19592.26,16588.77,35942880.0,5.27,4.47,9674.55,35942880.0,3545613.5,32397266.5,10.1373,768.57,11.07,0.0,0.0,178.47,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8772.31,-30.93,-7427.52,-30.93,-16093212.0,-30.93,-2.75,-34.29,-2.32,-34.17,-5038.5,-34.25,-16093212.0,-30.93,353468.25,11.07,0.0,-1.5601,0.0,-0.0006,0.0,-9.7469,0.0,0.0022,0.5871,0.5871,0.4342
179,Lawa,Muna Barat,2025,11955.55,309.69,0.0,2408.22,5719.59,0.0,0.0,244.53,12.69,0.0,0.0,0.0,0.0,0.0,0.0,30326.75,25677.66,55635780.0,5.3,4.49,9727.23,55635780.0,5498359.5,50137420.5,10.1186,1295.86,12.16,0.0,0.0,679.86,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10091.88,-24.97,-8544.79,-24.97,-18514028.0,-24.97,-2.72,-33.92,-2.3,-33.87,-4985.82,-33.89,-18514028.0,-24.97,595969.0,12.16,0.0,-1.5788,0.0,-0.0032,0.0,-8.7461,0.0,0.0153,0.4926,0.4926,0.4213
180,Wadaga,Muna Barat,2025,12724.42,1509.3,93.87,924.03,11396.34,0.0,0.0,112.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63459.53,53731.2,116419360.0,5.57,4.71,10215.5,116419360.0,5851959.0,110567401.0,19.8941,1056.7,9.06,0.0,0.0,1945.62,20.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12335.24,-16.27,-10444.23,-16.27,-22629584.0,-16.27,-2.45,-30.55,-2.08,-30.63,-4497.55,-30.57,-22629584.0,-16.27,485974.0,9.06,0.0,-1.4537,0.0,-0.0007,0.0,-14.6727,0.0,0.0063,0.3982,0.3982,0.502
181,Tiworo Selatan,Muna Barat,2025,9343.58,128.61,0.0,344.16,4464.18,89.64,0.0,349.92,210.15,478.0,304.72,1087867.88,5.33,3.4,12135.96,24896.25,21079.65,45673272.0,5.58,4.72,10231.06,46761139.88,4297114.0,42464025.88,10.882,619.1,7.1,-248.85,-73.52,316.8,7.64,-581.97,-54.9,-371.01,-54.91,-1324502.12,-54.9,2.2,70.29,1.4,70.0,5009.1,70.28,-8365.73,-25.15,-7083.27,-25.15,-15347340.0,-25.15,-2.44,-30.42,-2.07,-30.49,-4481.99,-30.46,-16671842.12,-26.28,284723.25,7.1,-0.9886,-1.0655,-0.0007,-0.0009,-15.6441,-15.2695,-0.0643,-0.0567,0.5819,0.5819,0.6979
182,Maginti,Muna Barat,2025,5652.08,473.4,0.0,366.3,2426.13,0.0,0.0,156.15,138.24,0.0,0.0,0.0,0.0,0.0,0.0,13530.26,11456.07,24821866.0,5.58,4.72,10231.05,24821866.0,2599391.75,22222474.25,9.5491,421.13,8.05,-6.75,-100.0,220.5,10.0,-21.14,-100.0,-13.48,-100.0,-48106.29,-100.0,-3.13,-100.0,-2.0,-100.0,-7126.86,-100.0,-4158.89,-23.51,-3521.34,-23.51,-7629680.0,-23.51,-2.44,-30.42,-2.07,-30.49,-4482.0,-30.46,-7677786.29,-23.62,193677.25,8.05,0.0,-0.8925,0.0,-0.001,0.0,-18.766,0.0,-0.0796,0.4699,0.4699,0.7653
183,Tiworo Tengah,Muna Barat,2025,13291.97,474.3,0.0,52.2,5214.69,1.98,0.0,563.04,220.14,10.56,6.73,24029.21,5.33,3.4,12135.96,29057.2,24602.73,53306728.0,5.57,4.72,10222.42,53330757.21,6112975.5,47217781.71,8.7242,759.22,6.06,-57.06,-96.65,114.03,2.24,-174.32,-94.29,-111.13,-94.29,-396740.48,-94.29,2.2,70.29,1.4,70.0,5009.1,70.28,-11850.09,-28.97,-10033.47,-28.97,-21739544.0,-28.97,-2.45,-30.55,-2.07,-30.49,-4490.63,-30.52,-22136284.48,-29.33,349164.5,6.06,-0.9076,-0.7357,-0.0,-0.0007,-16.4828,-19.6995,-0.078,-0.0929,0.5732,0.5732,0.7795
184,Tiworo Utara,Muna Barat,2025,4263.89,3549.78,0.0,738.9,554.76,0.0,34.65,167.94,183.24,0.0,0.0,0.0,0.0,0.0,0.0,2787.74,2360.38,5114236.5,5.03,4.25,9218.83,5114236.5,1960963.0,3153273.5,2.608,400.54,10.37,0.0,0.0,42.75,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1318.58,-32.11,-1116.44,-32.11,-2418993.0,-32.11,-2.99,-37.28,-2.54,-37.41,-5494.22,-37.34,-2418993.0,-32.11,184209.25,10.37,0.0,-0.5282,0.0,-0.0005,0.0,-22.9365,0.0,-0.1199,0.2278,0.2278,0.5043
185,Tiworo Kepulauan,Muna Barat,2025,13716.29,527.85,0.0,23.31,5467.14,17.19,0.0,290.7,483.12,83.93,53.5,191004.91,4.88,3.11,11111.4,30064.17,25455.33,55154060.0,5.5,4.66,10088.28,55345064.91,6308120.0,49036944.91,8.7736,794.86,6.15,-183.69,-91.44,98.64,1.84,-545.12,-86.66,-347.52,-86.66,-1240638.21,-86.66,1.75,55.91,1.11,55.5,3984.54,55.91,-12991.2,-30.17,-10999.65,-30.17,-23832956.0,-30.17,-2.52,-31.42,-2.13,-31.37,-4624.77,-31.43,-25073594.21,-31.18,365553.5,6.15,-0.926,-0.8032,0.0023,-0.0002,-13.8833,-17.2771,-0.1063,-0.0916,0.5212,0.5212,0.6421
186,Kusambi,Muna Barat,2025,13839.82,1069.29,0.0,623.43,5589.99,0.0,0.0,652.86,37.44,0.0,0.0,0.0,0.0,0.0,0.0,31174.76,26395.67,57191496.0,5.58,4.72,10231.06,57191496.0,6364932.5,50826563.5,8.9854,2166.4,18.56,0.0,0.0,365.85,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10722.84,-25.59,-9079.03,-25.59,-19671544.0,-25.59,-2.44,-30.42,-2.07,-30.49,-4481.99,-30.46,-19671544.0,-25.59,996325.0,18.56,0.0,-1.0186,0.0,-0.0009,0.0,-16.3926,0.0,-0.0635,0.4682,0.4682,0.3963
187,Napano Kusambi,Muna Barat,2025,10501.63,1181.34,524.07,2790.18,3775.95,0.0,0.0,109.98,165.15,0.0,0.0,0.0,0.0,0.0,0.0,21058.06,17829.86,38631948.0,5.58,4.72,10231.05,38631948.0,4829700.0,33802248.0,7.9988,641.45,6.51,0.0,0.0,649.08,20.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4019.44,-16.03,-3403.26,-16.03,-7373852.0,-16.03,-2.44,-30.42,-2.07,-30.49,-4482.0,-30.46,-7373852.0,-16.03,295001.0,6.51,0.0,-0.7891,0.0,-0.0,0.0,-19.0666,0.0,-0.0871,0.3249,0.3249,0.3359
188,Lakudo,Buton Tengah,2025,36730.42,73.26,0.0,19747.26,48.24,0.0,0.0,749.34,0.63,0.0,0.0,0.0,0.0,0.0,0.0,766.7,649.17,1406554.75,15.89,13.46,29157.44,1406554.75,16892320.0,-15485765.25,0.0833,4206.77,12.93,0.0,0.0,-93.15,-65.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1878.71,-71.02,-1590.7,-71.02,-3446563.25,-71.02,-2.82,-15.07,-2.38,-15.03,-5166.9,-15.05,-3446563.25,-71.02,1934694.0,12.93,0.0,-0.5693,0.0,-0.0,0.0,-38.3116,0.0,0.0071,0.4584,0.4584,0.7358
189,Mawasangka Timur,Buton Tengah,2025,17643.64,51.66,0.0,8869.41,26.91,0.0,0.0,319.5,67.05,0.0,0.0,0.0,0.0,0.0,0.0,400.02,338.7,733854.75,14.87,12.59,27270.71,733854.75,8114311.5,-7380456.75,0.0904,1899.93,12.07,0.0,0.0,26.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.02,0.0,338.7,0.0,733854.75,0.0,14.87,0.0,12.59,0.0,27270.71,0.0,733854.75,0.0,873777.5,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4787,0.4787,0.795
190,Mawasangka Tengah,Buton Tengah,2025,16924.94,68.85,0.0,11677.5,25.65,0.0,0.0,408.24,17.01,0.0,0.0,0.0,0.0,0.0,0.0,381.29,322.84,699493.69,14.87,12.59,27270.71,699493.69,7783778.0,-7084284.31,0.0899,2121.28,14.33,0.0,0.0,12.51,95.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.44,55.09,114.68,55.09,248471.91,55.09,-3.84,-20.52,-3.25,-20.52,-7053.63,-20.55,248471.91,55.09,975576.5,14.33,0.0,0.0945,0.0,-0.0001,0.0,-68.9649,0.0,-0.2485,0.4456,0.4456,0.7136
191,Mawasangka,Buton Tengah,2025,41073.15,2272.77,11.25,16131.87,3643.2,0.09,0.0,790.38,17.55,0.36,0.23,814.56,3.98,2.54,9050.7,53105.01,44964.0,97423512.0,14.58,12.34,26741.19,97424326.56,18889544.0,78534782.56,5.1576,3494.21,9.3,-84.96,-99.89,966.15,36.09,-238.29,-99.85,-151.91,-99.85,-542322.13,-99.85,1.17,41.64,0.75,41.9,2664.61,41.73,3017.4,6.02,2554.82,6.02,5535552.0,6.02,-4.13,-22.07,-3.5,-22.1,-7583.14,-22.09,4993229.87,5.4,1606986.0,9.3,-0.5848,-0.4973,-0.0006,0.0034,-36.029,-35.2998,-0.1333,-0.1579,0.4557,0.4557,0.6846
192,Talaga Raya,Buton Tengah,2025,7242.12,954.0,5.4,6563.07,178.29,0.0,1058.94,184.59,2.07,0.0,0.0,0.0,0.0,0.0,0.0,1987.72,1683.01,3646570.75,11.15,9.44,20453.03,3646570.75,3330650.0,315920.75,1.0949,1028.31,16.55,0.0,0.0,-320.58,-64.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7346.14,-78.7,-6219.97,-78.7,-13476809.25,-78.7,-7.56,-40.41,-6.4,-40.4,-13871.3,-40.41,-13476809.25,-78.7,472918.25,16.55,0.0,0.1106,0.0,0.0005,0.0,-58.2599,0.0,-0.2423,0.2041,0.2041,0.4225
193,Gu,Buton Tengah,2025,22267.42,7.11,0.0,7481.07,844.83,0.0,0.0,398.61,0.09,0.0,0.0,0.0,0.0,0.0,0.0,14645.44,12400.29,26867714.0,17.34,14.68,31802.51,26867714.0,10240786.0,16626928.0,2.6236,3136.45,16.39,0.0,0.0,16.74,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-848.12,-5.47,-718.11,-5.47,-1555922.0,-5.47,-1.37,-7.32,-1.16,-7.32,-2521.82,-7.35,-1555922.0,-5.47,1442451.0,16.39,0.0,-0.5795,0.0,-0.0006,0.0,-40.9706,0.0,-0.1377,0.6362,0.6362,0.7592
194,Sangia Wambulu,Buton Tengah,2025,4643.69,0.0,0.0,794.25,2.7,0.0,0.0,147.6,0.63,0.0,0.0,0.0,0.0,0.0,0.0,43.48,36.81,79766.81,16.1,13.64,29543.26,79766.81,2135633.5,-2055866.69,0.0374,838.91,22.05,0.0,0.0,-115.29,-97.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2164.11,-98.03,-1832.36,-98.03,-3970161.44,-98.03,-2.61,-13.95,-2.2,-13.89,-4781.07,-13.93,-3970161.44,-98.03,385816.0,22.05,0.0,-0.6993,0.0,-0.0005,0.0,-23.6825,0.0,-0.116,0.7426,0.7426,0.8801
195,Batauga,Buton Selatan,2025,32909.43,5880.51,0.0,4641.66,3755.43,0.0,0.0,398.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55824.87,47266.91,102413232.0,14.87,12.59,27270.71,102413232.0,15135045.0,87278187.0,6.7666,6709.87,25.61,0.0,0.0,-283.32,-7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19740.15,-26.12,-16713.99,-26.12,-36214160.0,-26.12,-3.84,-20.52,-3.25,-20.52,-7053.62,-20.55,-36214160.0,-26.12,3085864.0,25.61,0.0,-0.2174,0.0,-0.001,0.0,-34.5485,0.0,-0.1688,0.4077,0.4077,0.6644
196,Sampolawa,Buton Selatan,2025,33884.69,8845.29,0.0,11984.67,1862.46,0.0,0.0,284.58,14.49,0.0,0.0,0.0,0.0,0.0,0.0,28503.32,24133.77,52290624.0,15.3,12.96,28076.11,52290624.0,15583568.0,36707056.0,3.3555,2855.08,9.2,0.0,0.0,-218.34,-10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10428.44,-26.79,-8829.76,-26.79,-19131440.0,-26.79,-3.41,-18.23,-2.88,-18.18,-6248.22,-18.2,-19131440.0,-26.79,1313050.0,9.2,0.0,-0.3186,0.0,-0.0016,0.0,-24.1392,0.0,-0.1693,0.429,0.429,0.6814
