id_kecamatan,nama_kecamatan,nama_kabupaten,tahun,jumlah_penduduk_jiwa,luas_hutan_ha,luas_kebun_ha,luas_semak_ha,luas_kering_ha,luas_sawah_ha,luas_tambang_ha,luas_terbangun_ha,luas_air_ha,total_pk_sawah_ton,total_pb_sawah_ton,total_e_sawah_mcal,yield_pk_sawah_ton_ha,yield_pb_sawah_ton_ha,yield_e_sawah_mcal_ha,total_pk_kering_ton,total_pb_kering_ton,total_e_kering_mcal,yield_pk_kering_ton_ha,yield_pb_kering_ton_ha,yield_e_kering_mcal_ha,energi_tersedia_mcal,kebutuhan_energi_mcal,gap_energi_mcal,rasio_energi_kebutuhan,delta_jumlah_penduduk_jiwa,pct_jumlah_penduduk_jiwa,delta_luas_sawah_ha,pct_luas_sawah_ha,delta_luas_kering_ha,pct_luas_kering_ha,delta_total_pk_sawah_ton,pct_total_pk_sawah_ton,delta_total_pb_sawah_ton,pct_total_pb_sawah_ton,delta_total_e_sawah_mcal,pct_total_e_sawah_mcal,delta_yield_pk_sawah_ton_ha,pct_yield_pk_sawah_ton_ha,delta_yield_pb_sawah_ton_ha,pct_yield_pb_sawah_ton_ha,delta_yield_e_sawah_mcal_ha,pct_yield_e_sawah_mcal_ha,delta_total_pk_kering_ton,pct_total_pk_kering_ton,delta_total_pb_kering_ton,pct_total_pb_kering_ton,delta_total_e_kering_mcal,pct_total_e_kering_mcal,delta_yield_pk_kering_ton_ha,pct_yield_pk_kering_ton_ha,delta_yield_pb_kering_ton_ha,pct_yield_pb_kering_ton_ha,delta_yield_e_kering_mcal_ha,pct_yield_e_kering_mcal_ha,delta_energi_tersedia_mcal,pct_energi_tersedia_mcal,delta_kebutuhan_energi_mcal,pct_kebutuhan_energi_mcal,delta_sawah_hurs,delta_kering_hurs,delta_sawah_mrso,delta_kering_mrso,delta_sawah_pr,delta_kering_pr,delta_sawah_tas,delta_kering_tas,indeks_k2_komposit,indeks_sfai,indeks_akses_informasi
73,Landono,Konawe Selatan,2035,16960.24,5324.4,1873.44,3463.29,992.7,135.27,0.0,868.41,13.5,986.71,629.03,2245629.0,7.29,4.65,16601.09,33400.04,28279.82,61273880.0,33.65,28.49,61724.47,63519509.0,7800016.0,55719493.0,8.1435,4557.43,36.75,-1441.89,-91.42,159.48,19.14,-4070.32,-80.49,-2594.83,-80.49,-9263537.0,-80.49,4.08,127.1,2.61,127.94,9303.69,127.49,17452.21,109.43,14776.79,109.43,32016866.0,109.43,14.51,75.81,12.28,75.76,26611.28,75.79,22753329.0,55.81,2095962.5,36.75,-4.8227,-4.907,-0.0098,-0.01,-74.3968,-74.5494,0.3895,0.3893,0.4022,0.4022,0.608
74,Lainea,Konawe Selatan,2035,23100.8,6646.5,1761.12,6120.63,5697.63,10.62,758.7,694.08,1716.75,25.82,16.46,58767.86,2.43,1.55,5533.7,91940.79,77846.27,168669472.0,16.14,13.66,29603.44,168728239.86,10624058.0,158104181.86,15.8817,4950.29,27.27,-1276.38,-99.17,1322.1,30.22,-4100.84,-99.37,-2614.28,-99.37,-9332983.14,-99.37,-0.78,-24.3,-0.49,-24.02,-1763.7,-24.17,8193.15,9.78,6937.13,9.78,15030688.0,9.78,-3.0,-15.67,-2.55,-15.73,-5509.74,-15.69,5697704.86,3.49,2276636.0,27.27,-0.7736,-1.2216,0.0034,0.0061,-34.5198,-37.3719,-0.0768,-0.025,0.3882,0.3882,0.5372
75,Konda,Konawe Selatan,2035,36222.57,3928.68,6.93,798.21,4925.16,1202.31,0.0,1716.66,0.0,6567.13,4186.54,14945962.0,5.46,3.48,12431.04,158655.14,134333.3,291059968.0,32.21,27.27,59096.55,306005930.0,16658756.0,289347174.0,18.3691,10110.9,38.72,-1203.03,-50.01,726.66,17.31,-1145.39,-14.85,-730.19,-14.85,-2606762.0,-14.85,2.25,70.09,1.44,70.59,5133.64,70.35,78295.86,97.43,66293.09,97.43,143637264.0,97.43,13.07,68.29,11.06,68.23,23983.37,68.3,141030502.0,85.49,4650001.0,38.72,-4.1224,-4.0098,-0.0113,-0.0092,-68.241,-62.4577,0.3669,0.3161,0.5193,0.5193,0.8616
76,Ranomeeto,Konawe Selatan,2035,35495.17,3183.84,71.55,2761.56,1964.43,0.0,0.0,1214.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66094.54,55962.25,121253416.0,33.65,28.49,61724.48,121253416.0,16324232.0,104929184.0,7.4278,8258.56,30.32,-281.7,-100.0,271.44,16.03,-903.25,-100.0,-575.82,-100.0,-2055677.12,-100.0,-3.21,-100.0,-2.04,-100.0,-7297.4,-100.0,33690.71,103.97,28525.93,103.97,61807136.0,103.97,14.51,75.81,12.28,75.76,26611.29,75.79,59751458.88,97.15,3798116.0,30.32,0.0,-4.4187,0.0,-0.0099,0.0,-69.7582,0.0,0.3461,0.5453,0.5453,0.8634
77,Kolono,Konawe Selatan,2035,21919.48,10461.69,993.6,10534.41,5504.31,59.85,51.39,787.95,1382.22,145.58,92.81,331316.19,2.43,1.55,5535.78,114651.99,97075.82,210334208.0,20.83,17.64,38212.64,210665524.19,10080772.0,200584752.19,20.8978,6266.52,40.03,-219.06,-78.54,1151.46,26.45,-748.72,-83.72,-477.31,-83.72,-1704001.19,-83.72,-0.78,-24.3,-0.49,-24.02,-1761.62,-24.14,31338.44,37.62,26534.23,37.62,57491792.0,37.62,1.69,8.83,1.43,8.82,3099.46,8.83,55787790.81,36.02,2881976.0,40.03,-1.8583,-1.7483,-0.0042,0.0058,-41.7096,-41.3147,0.082,0.0103,0.3804,0.3804,0.5427
78,Moramo,Konawe Selatan,2035,39142.88,7608.33,502.29,12352.95,3914.64,71.37,0.72,602.19,657.54,222.28,141.7,505876.75,3.11,1.99,7088.09,101275.5,85749.97,185794432.0,25.87,21.9,47461.44,186300308.75,18001808.0,168298500.75,10.349,13544.33,52.91,-693.0,-90.66,2026.26,107.3,-2228.61,-90.93,-1420.74,-90.93,-5072035.75,-90.93,-0.1,-3.12,-0.05,-2.45,-209.31,-2.87,65131.9,180.2,55147.18,180.2,119487388.0,180.2,6.73,35.16,5.69,35.1,12348.25,35.17,114415352.25,159.16,6229038.0,52.91,-3.4159,-3.418,-0.0072,-0.0077,-45.8188,-51.5296,0.3357,0.1831,0.4306,0.4306,0.532
79,Laonti,Konawe Selatan,2035,14984.89,29197.26,0.0,3539.88,4208.4,0.0,87.12,274.41,163.8,0.0,0.0,0.0,0.0,0.0,0.0,80423.94,68094.94,147541264.0,19.11,16.18,35058.75,147541264.0,6891553.5,140649710.5,21.409,3677.95,32.53,0.0,0.0,322.83,8.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6054.14,8.14,5126.01,8.14,11106512.0,8.14,-0.03,-0.16,-0.03,-0.19,-54.44,-0.16,11106512.0,8.14,1691491.0,32.53,0.0,-1.2084,0.0,-0.0055,0.0,-46.8951,0.0,-0.005,0.1972,0.1972,0.4022
80,Lalembuu,Konawe Selatan,2035,19257.67,4940.01,993.15,1466.91,8984.16,1045.53,395.82,1081.17,0.0,3837.15,2446.18,8732880.0,3.67,2.34,8352.59,222765.42,188615.58,408673472.0,24.8,20.99,45488.22,417406352.0,8856603.0,408549749.0,47.1294,3822.07,24.76,-1608.84,-60.61,1339.74,17.53,-4673.86,-54.92,-2979.59,-54.92,-10637114.0,-54.92,0.46,14.33,0.3,14.71,1055.19,14.46,76451.2,52.25,64731.34,52.25,140253504.0,52.25,5.66,29.57,4.78,29.49,10375.03,29.55,129616390.0,45.04,1757769.0,24.76,-4.4162,-4.5884,-0.0039,-0.0146,-26.0546,-29.3507,0.3551,0.4072,0.4259,0.4259,0.3756
81,Benua,Konawe Selatan,2035,11464.8,1194.12,133.92,282.24,8628.12,0.0,0.0,354.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277292.09,234783.2,508704832.0,32.14,27.21,58958.94,508704832.0,5272659.0,503432173.0,96.4798,3129.54,37.55,0.0,0.0,688.5,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125327.81,82.47,106115.0,82.47,229919488.0,82.47,13.0,67.92,11.0,67.86,23845.76,67.91,229919488.0,82.47,1439271.75,37.55,0.0,-4.8277,0.0,-0.0094,0.0,-44.1226,0.0,0.4015,0.5457,0.5457,0.3583
82,Palangga Selatan,Konawe Selatan,2035,16717.76,440.28,1038.96,209.7,7231.14,0.0,688.41,306.09,917.19,0.0,0.0,0.0,0.0,0.0,0.0,128095.65,108458.6,234997200.0,17.71,15.0,32497.95,234997200.0,7688498.5,227308701.5,30.5648,4628.71,38.29,-658.17,-100.0,1088.82,17.73,-2110.37,-100.0,-1345.36,-100.0,-4802928.5,-100.0,-3.21,-100.0,-2.04,-100.0,-7297.4,-100.0,10531.64,8.96,8917.17,8.96,19320768.0,8.96,-1.43,-7.47,-1.21,-7.46,-2615.24,-7.45,14517839.5,6.58,2128743.5,38.29,0.0,-1.3965,0.0,-0.0052,0.0,-42.0787,0.0,0.0399,0.5513,0.5513,0.5686
83,Mowila,Konawe Selatan,2035,20815.97,3222.0,350.73,4375.26,3157.02,931.5,0.0,781.02,16.2,7245.67,4619.11,16490235.0,7.78,4.96,17702.88,106220.02,89936.5,194865408.0,33.65,28.49,61724.48,211355643.0,9573266.0,201782377.0,22.0777,5907.49,39.63,-1838.16,-66.37,824.04,35.32,-1635.01,-18.41,-1042.32,-18.41,-3721081.0,-18.41,4.57,142.37,2.92,143.14,10405.48,142.59,61566.78,137.88,52128.61,137.88,112947040.0,137.88,14.51,75.81,12.28,75.76,26611.29,75.79,109225959.0,106.95,2716855.5,39.63,-5.1689,-4.9208,-0.0097,-0.0093,-69.2657,-69.7393,0.4199,0.4019,0.4814,0.4814,0.4788
84,Moramo Utara,Konawe Selatan,2035,30348.33,7212.15,5.85,936.0,7885.26,16.2,31.14,432.45,96.39,78.78,50.22,179291.75,4.86,3.1,11067.39,232324.09,196708.84,426209024.0,29.46,24.95,54051.36,426388315.75,13957195.0,412431120.75,30.5497,12799.21,72.93,-77.85,-82.78,1729.98,28.11,-222.78,-73.88,-142.03,-73.88,-507028.63,-73.88,1.65,51.4,1.06,51.96,3769.99,51.66,114512.04,97.2,96957.36,97.2,210077472.0,97.2,10.32,53.92,8.74,53.92,18938.16,53.93,209570443.37,96.66,5886356.0,72.93,-3.7664,-3.2165,-0.0087,-0.0075,-58.0922,-52.6944,0.2793,0.241,0.399,0.399,0.7573
85,Buke,Konawe Selatan,2035,18287.95,584.91,14.31,1750.5,11877.21,0.0,0.0,901.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400043.53,338716.88,733897920.0,33.68,28.52,61790.43,733897920.0,8410628.0,725487292.0,87.2584,5750.66,45.87,0.0,0.0,1084.14,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193464.15,93.65,163806.11,93.65,354918752.0,93.65,14.54,75.97,12.31,75.94,26677.24,75.97,354918752.0,93.65,2644729.0,45.87,0.0,-4.1883,0.0,-0.0093,0.0,-55.2659,0.0,0.3381,0.4777,0.4777,0.4594
86,Wolasi,Konawe Selatan,2035,15366.98,10270.44,9.54,636.75,4391.82,0.0,0.0,41.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130062.02,110123.49,238604608.0,29.61,25.07,54329.32,238604608.0,7067270.0,231537338.0,33.7619,5309.71,52.79,-136.89,-100.0,1145.88,35.3,-438.93,-100.0,-279.82,-100.0,-998940.88,-100.0,-3.21,-100.0,-2.04,-100.0,-7297.4,-100.0,67934.73,109.35,57520.31,109.35,124629296.0,109.35,10.47,54.7,8.86,54.66,19216.13,54.73,123630355.12,107.53,2441929.5,52.79,0.0,-3.1784,0.0,-0.007,0.0,-54.6319,0.0,0.219,0.324,0.324,0.6806
87,Laeya,Konawe Selatan,2035,46856.68,8450.64,2155.32,1542.24,12513.6,716.85,133.92,894.06,1161.9,2386.08,1521.13,5430423.5,3.33,2.12,7575.4,247339.38,209422.3,453755168.0,19.77,16.74,36260.96,459185591.5,21549386.0,437636205.5,21.3085,14453.56,44.61,-1593.54,-68.97,1044.27,9.1,-5021.99,-67.79,-3201.51,-67.79,-11429412.5,-67.79,0.12,3.74,0.08,3.92,278.0,3.81,27816.43,12.67,23552.16,12.67,51030336.0,12.67,0.63,3.29,0.53,3.27,1147.76,3.27,39600923.5,9.44,6647195.0,44.61,-1.7711,-1.73,0.0032,-0.0058,-46.7696,-47.6535,0.046,0.071,0.4116,0.4116,0.7237
88,Baito,Konawe Selatan,2035,16822.9,7724.88,2.25,4211.73,6520.68,31.23,0.0,134.28,13.5,216.75,138.18,493301.38,6.94,4.42,15795.75,211081.17,178722.42,387237856.0,32.37,27.41,59386.12,387731157.38,7736851.5,379994305.88,50.1149,5152.06,44.14,-528.12,-94.42,1198.8,22.53,-1576.76,-87.91,-1005.18,-87.91,-3588498.37,-87.91,3.73,116.2,2.38,116.67,8498.35,116.46,109220.4,107.23,92476.9,107.23,200369680.0,107.23,13.23,69.12,11.2,69.09,24272.93,69.13,196781181.63,103.05,2369432.5,44.14,-3.6669,-3.5597,-0.007,-0.0097,-60.3734,-59.2448,0.2691,0.2759,0.3186,0.3186,0.5466
89,Basala,Konawe Selatan,2035,10367.08,38.25,0.0,110.25,6702.03,959.94,0.0,416.61,0.0,4168.3,2657.29,9486527.0,4.34,2.77,9882.42,180986.48,153241.23,332027808.0,27.0,22.86,49541.38,341514335.0,4767821.5,336746513.5,71.629,2072.26,24.98,-675.72,-41.31,1325.79,24.66,-1076.3,-20.52,-686.15,-20.52,-2449535.0,-20.52,1.13,35.2,0.73,35.78,2585.02,35.42,78085.24,75.88,66114.75,75.88,143250864.0,75.88,7.86,41.07,6.65,41.02,14428.19,41.09,140801329.0,70.15,953036.25,24.98,-4.8123,-4.9847,-0.0094,-0.0114,-26.012,-31.8283,0.4078,0.4327,0.5782,0.5782,0.3321
90,Ranomeeto Barat,Konawe Selatan,2035,10532.75,0.0,1854.27,4433.76,18.63,0.54,0.0,217.35,34.2,3.94,2.51,8964.59,7.29,4.65,16601.09,626.82,530.73,1149927.0,33.65,28.49,61724.48,1158891.59,4844010.0,-3685118.41,0.2392,2708.94,34.62,-457.38,-99.88,-124.2,-86.96,-1464.34,-99.73,-933.52,-99.73,-3332660.16,-99.73,4.08,127.1,2.61,127.94,9303.69,127.49,-2106.95,-77.07,-1783.95,-77.07,-3865290.0,-77.07,14.51,75.81,12.28,75.76,26611.29,75.79,-7197950.16,-86.13,1245840.25,34.62,-4.6247,-4.7707,-0.0099,-0.0124,-73.8083,-82.3945,0.3935,0.3392,0.5644,0.5644,0.7939
91,Kolono Timur,Konawe Selatan,2035,11527.48,7315.11,0.0,2509.2,1863.27,0.0,0.18,235.8,22.95,0.0,0.0,0.0,0.0,0.0,0.0,43643.2,36952.7,80065400.0,23.42,19.83,42970.37,80065400.0,5301488.5,74763911.5,15.1024,2819.36,32.38,0.0,0.0,-214.29,-10.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3878.7,9.75,3284.1,9.75,7115632.0,9.75,4.28,22.36,3.62,22.33,7857.18,22.38,7115632.0,9.75,1296622.5,32.38,0.0,-1.3389,0.0,-0.005,0.0,-36.5201,0.0,0.0057,0.321,0.321,0.5194
92,Sabulakoa,Konawe Selatan,2035,9291.98,0.0,1959.75,1513.53,1197.81,12.15,0.0,456.03,117.63,94.21,60.06,214403.06,7.75,4.94,17646.34,40301.11,34122.95,73934192.0,33.65,28.49,61724.47,74148595.06,4273380.0,69875215.06,17.3513,3303.02,55.15,-822.6,-98.54,-194.22,-13.95,-2582.34,-96.48,-1646.24,-96.48,-5877099.94,-96.48,4.54,141.43,2.9,142.16,10348.94,141.82,13657.66,51.26,11563.94,51.26,25055576.0,51.26,14.51,75.81,12.28,75.76,26611.28,75.79,19178476.06,34.89,1519058.75,55.15,-5.2716,-5.2391,-0.0104,-0.0104,-75.7061,-75.5666,0.445,0.4005,0.5523,0.5523,0.616
93,Andoolo Barat,Konawe Selatan,2035,10455.01,0.0,246.15,1250.19,5202.9,0.0,0.0,542.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153046.89,129584.79,280771328.0,29.42,24.91,53964.39,280771328.0,4808259.0,275963069.0,58.3936,2893.15,38.26,0.0,0.0,749.07,16.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67800.59,79.53,57406.74,79.53,124383152.0,79.53,10.28,53.71,8.7,53.67,18851.2,53.69,124383152.0,79.53,1330559.0,38.26,0.0,-4.2059,0.0,-0.0087,0.0,-39.5435,0.0,0.3465,0.5421,0.5421,0.449
94,Poleang,Bombana,2035,18435.39,1859.76,192.51,484.74,6691.59,0.0,7.11,382.86,123.48,0.0,0.0,0.0,0.0,0.0,0.0,56067.26,47472.14,102857912.0,8.38,7.09,15371.22,102857912.0,8478437.0,94379475.0,12.1317,7870.87,74.5,0.0,0.0,178.56,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.41,4.98,2252.57,4.98,4880640.0,4.98,0.18,2.2,0.15,2.16,327.95,2.18,4880640.0,4.98,3619816.5,74.5,0.0,-2.323,0.0,-0.0017,0.0,-27.0872,0.0,0.1628,0.505,0.505,0.5125
95,Poleang Timur,Bombana,2035,25078.13,2668.68,188.01,2013.75,2390.94,1125.63,0.36,573.21,1090.35,8677.18,5531.7,19748186.0,7.71,4.91,17544.12,22750.86,19263.16,41737484.0,9.52,8.06,17456.52,61485670.0,11533436.0,49952234.0,5.3311,10982.45,77.91,-995.58,-46.93,1840.14,334.08,-484.64,-5.29,-308.96,-5.29,-1102970.0,-5.29,3.39,78.47,2.16,78.55,7714.28,78.48,18234.3,403.72,15438.99,403.72,33451651.5,403.72,1.32,16.1,1.12,16.14,2413.25,16.04,32348681.5,111.02,5050831.0,77.91,-2.8444,-3.1216,-0.0021,-0.0062,-16.6502,-20.6002,0.2402,0.1311,0.4621,0.4621,0.7506
96,Rarowatu,Bombana,2035,25606.42,7696.44,960.57,10388.97,1435.59,11.88,530.64,301.05,0.0,73.26,46.71,166739.27,6.17,3.93,14035.29,10594.96,8970.75,19436936.0,7.38,6.25,13539.34,19603675.27,11776392.0,7827283.27,1.6647,9680.53,60.78,-146.52,-92.5,418.41,41.13,-610.89,-89.29,-389.44,-89.29,-1390307.35,-89.29,1.85,42.82,1.18,42.91,4205.45,42.78,2254.08,27.02,1908.53,27.02,4135224.0,27.02,-0.82,-10.0,-0.69,-9.94,-1503.93,-10.0,2744916.65,16.28,4452072.0,60.78,-2.8033,-2.622,-0.0048,-0.0064,-13.2078,-13.8292,0.208,0.2027,0.4675,0.4675,0.648
97,Rumbia,Bombana,2035,13285.73,933.57,279.0,605.16,1416.69,79.02,1.8,360.72,310.5,487.32,310.66,1109068.75,6.17,3.93,14035.29,10129.98,8577.05,18583894.0,7.15,6.05,13117.83,19692962.75,6110107.0,13582855.75,3.223,4787.77,56.34,-844.02,-91.44,921.33,185.99,-3499.43,-87.78,-2230.89,-87.78,-7964267.25,-87.78,1.85,42.82,1.18,42.91,4205.45,42.78,6068.03,149.39,5137.8,149.39,11132060.5,149.39,-1.05,-12.8,-0.89,-12.82,-1925.44,-12.8,3167793.25,19.17,2201895.0,56.34,-2.2624,-2.3504,-0.0095,-0.0015,-15.0034,-16.497,0.1189,0.2223,0.5051,0.5051,0.798
98,Kabaena,Bombana,2035,7019.96,2627.55,13.95,6865.83,351.0,0.0,169.02,73.62,0.63,0.0,0.0,0.0,0.0,0.0,0.0,2939.81,2489.14,5393215.5,8.38,7.09,15365.29,5393215.5,3228480.75,2164734.75,1.6705,2221.61,46.3,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2939.81,0.0,2489.14,0.0,5393215.5,0.0,8.38,0.0,7.09,0.0,15365.29,0.0,5393215.5,0.0,1021721.25,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4383,0.4383,0.6861
99,Kabaena Timur,Bombana,2035,16865.32,6732.81,42.75,2841.57,1850.22,0.0,129.87,295.02,67.86,0.0,0.0,0.0,0.0,0.0,0.0,10824.47,9165.08,19857980.0,5.85,4.95,10732.77,19857980.0,7756361.5,12101618.5,2.5602,6216.74,58.38,0.0,0.0,-5.04,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4388.66,-28.85,-3715.88,-28.85,-8051192.0,-28.85,-2.35,-28.66,-1.99,-28.67,-4310.5,-28.65,-8051192.0,-28.85,2859080.5,58.38,0.0,-2.5428,0.0,-0.0062,0.0,-29.4518,0.0,0.1705,0.3095,0.3095,0.6753
100,Poleang Barat,Bombana,2035,36744.97,3250.17,1770.75,5855.76,18963.9,0.0,84.33,352.26,298.71,0.0,0.0,0.0,0.0,0.0,0.0,163888.22,138764.19,300660256.0,8.64,7.32,15854.35,300660256.0,16899010.0,283761246.0,17.7916,17044.6,86.52,0.0,0.0,-379.98,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5268.41,3.32,4460.78,3.32,9665056.0,3.32,0.44,5.37,0.38,5.48,811.08,5.39,9665056.0,3.32,7838809.0,86.52,0.0,-2.9566,0.0,-0.0021,0.0,-28.5152,0.0,0.2403,0.405,0.405,0.3978
101,Mata Oleo,Bombana,2035,15442.13,3010.14,29.52,5579.82,2006.28,3.78,51.12,222.93,90.9,29.14,18.58,66316.76,7.71,4.91,17544.12,16954.14,14355.07,31103132.0,8.45,7.16,15502.89,31169448.76,7101836.5,24067612.26,4.3889,7199.12,87.34,-613.8,-99.39,996.84,98.75,-2638.28,-98.91,-1681.9,-98.91,-6004396.24,-98.91,3.39,78.47,2.16,78.55,7714.28,78.48,8676.73,104.82,7346.59,104.82,15917853.0,104.82,0.25,3.05,0.22,3.17,459.62,3.06,9913456.76,46.64,3310875.5,87.34,-1.5342,-1.5206,0.0007,-0.0012,-10.804,-10.4611,0.0118,0.0619,0.5338,0.5338,0.5819
102,Rarowatu Utara,Bombana,2035,38159.7,1606.5,947.16,9560.88,5062.77,394.74,2421.81,426.87,1538.82,1829.65,1166.4,4164060.25,4.64,2.95,10548.87,36194.07,30645.52,66399652.0,7.15,6.05,13115.28,70563712.25,17549648.0,53014064.25,4.0208,16545.57,76.55,-1762.38,-81.7,1441.53,39.81,-7487.27,-80.36,-4773.14,-80.36,-17040087.75,-80.36,0.32,7.41,0.2,7.27,719.03,7.31,6499.9,21.89,5503.47,21.89,11924372.0,21.89,-1.05,-12.8,-0.89,-12.82,-1927.99,-12.82,-5115715.75,-6.76,7609312.0,76.55,-3.3706,-3.9884,-0.0149,-0.0201,-16.608,-23.8441,0.322,0.3328,0.3948,0.3948,0.5044
103,Poleang Utara,Bombana,2035,38905.28,2997.27,434.43,10273.14,7722.9,828.99,0.63,451.62,0.0,6804.65,4337.97,15486542.0,8.21,5.23,18681.22,71978.45,60944.14,132047696.0,9.32,7.89,17098.2,147534238.0,17892534.0,129641704.0,8.2456,16785.5,75.88,-1055.43,-56.01,748.98,10.74,-1334.44,-16.4,-850.7,-16.4,-3037004.0,-16.4,3.89,90.05,2.48,90.18,8851.38,90.05,14792.31,25.87,12524.63,25.87,27137144.0,25.87,1.12,13.66,0.95,13.69,2054.93,13.66,24100140.0,19.52,7719649.0,75.88,-2.974,-3.0232,-0.0043,-0.0055,-17.4989,-18.1523,0.23,0.2504,0.4661,0.4661,0.7056
104,Poleang Selatan,Bombana,2035,21881.08,149.13,69.48,866.07,4148.28,0.99,2043.63,289.17,585.63,7.63,4.87,17368.67,7.71,4.91,17544.11,37814.92,32017.9,69373176.0,9.12,7.72,16723.36,69390544.67,10063109.0,59327435.67,6.8955,10338.15,89.56,-423.09,-99.77,-508.32,-10.92,-1824.03,-99.58,-1162.82,-99.58,-4151270.08,-99.58,3.39,78.47,2.16,78.55,7714.27,78.48,-369.2,-0.97,-312.59,-0.97,-677304.0,-0.97,0.92,11.22,0.78,11.24,1680.09,11.17,-4828574.08,-6.51,4754515.5,89.56,-2.1829,-2.4801,-0.0011,-0.0007,-21.5174,-20.2869,0.2804,0.1688,0.5753,0.5753,0.7922
105,Poleang Tenggara,Bombana,2035,10452.52,6406.11,0.18,3747.96,1967.94,0.0,0.09,171.72,307.8,0.0,0.0,0.0,0.0,0.0,0.0,16630.14,14080.75,30508748.0,8.45,7.16,15502.89,30508748.0,4807113.0,25701635.0,6.3466,4777.42,84.18,-398.52,-100.0,1728.63,722.34,-1721.27,-100.0,-1097.31,-100.0,-3917388.0,-100.0,-4.32,-100.0,-2.75,-100.0,-9829.84,-100.0,14667.8,747.46,12419.24,747.47,26908743.25,747.46,0.25,3.05,0.22,3.17,459.62,3.06,22991355.25,305.84,2197132.75,84.18,0.0,-1.8541,0.0,0.0001,0.0,-12.5512,0.0,0.0889,0.3486,0.3486,0.6012
106,Kabaena Selatan,Bombana,2035,11015.81,6221.16,4.14,4181.58,213.21,0.0,1095.75,274.14,1.62,0.0,0.0,0.0,0.0,0.0,0.0,1800.33,1524.34,3302794.0,8.44,7.15,15490.8,3302794.0,5066172.0,-1763378.0,0.6519,5024.92,83.88,0.0,0.0,201.6,1736.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.13,1791.1,1443.73,1791.01,3128141.66,1791.07,0.24,2.93,0.21,3.03,447.53,2.97,3128141.66,1791.07,2310960.25,83.88,0.0,-1.4762,0.0,0.0115,0.0,-33.7393,0.0,-0.1399,0.3446,0.3446,0.5721
107,Kabaena Barat,Bombana,2035,6026.24,1452.87,3.24,2508.03,703.8,0.0,27.18,208.26,73.26,0.0,0.0,0.0,0.0,0.0,0.0,5900.33,4995.81,10824425.0,8.38,7.1,15379.97,10824425.0,2771469.0,8052956.0,3.9057,2737.16,83.22,0.0,0.0,-183.6,-20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1376.35,-18.91,-1165.35,-18.91,-2524971.0,-18.91,0.18,2.2,0.16,2.31,336.7,2.24,-2524971.0,-18.91,1258823.38,83.22,0.0,-1.5552,0.0,-0.004,0.0,-24.7009,0.0,0.0503,0.5248,0.5248,0.5377
108,Kabaena Utara,Bombana,2035,11034.68,3131.19,297.45,4203.72,4194.99,13.77,0.0,656.64,43.56,106.15,67.67,241582.47,7.71,4.91,17544.12,29975.14,25379.95,54990724.0,7.15,6.05,13108.67,55232306.47,5074848.0,50157458.47,10.8835,4617.57,71.96,-120.24,-89.72,1278.63,43.84,-472.66,-81.66,-301.32,-81.66,-1075714.41,-81.66,3.39,78.47,2.16,78.55,7714.28,78.48,6060.99,25.34,5131.84,25.34,11119132.0,25.34,-1.05,-12.8,-0.89,-12.82,-1934.6,-12.86,10043417.59,22.23,2123621.0,71.96,-1.5543,-1.9383,-0.0024,-0.0072,-25.8249,-24.1963,0.0516,0.0063,0.5074,0.5074,0.5599
