id_kecamatan,nama_kecamatan,nama_kabupaten,tahun,delta_sawah_hurs,delta_kering_hurs,delta_sawah_mrso,delta_kering_mrso,delta_sawah_pr,delta_kering_pr,delta_sawah_tas,delta_kering_tas
33,Lalonggasumeeto,Konawe,2025,0.0,-1.0384,0.0,-0.0013,0.0,-16.348,0.0,-0.0208
34,Onembute,Konawe,2025,-1.6141,-1.5724,-0.0041,-0.0044,-13.934,-14.439,0.0415,0.0718
35,Padangguni,Konawe,2025,-0.2629,-0.3049,-0.0037,-0.0041,-18.7897,-19.2905,-0.0861,-0.0765
36,Morosi,Konawe,2025,-1.5777,-1.881,-0.0055,-0.0056,-21.8988,-23.2725,0.0137,0.0662
37,Anggalomoare,Konawe,2025,0.0,-1.7783,0.0,-0.0049,0.0,-12.254,0.0,0.0121
38,Wonggeduku Barat,Konawe,2025,-1.8654,-1.8228,-0.006,-0.0059,-22.1503,-21.5383,0.0813,0.0795
39,Tongauna Utara,Konawe,2025,-0.8345,-0.7233,-0.0045,-0.0041,-18.0739,-16.481,-0.0321,0.0189
40,Napabalano,Muna,2025,0.0,-0.9333,0.0,-0.0005,0.0,-21.0735,0.0,-0.0745
41,Maligano,Muna,2025,0.0,-1.874,0.0,-0.0019,0.0,-15.1114,0.0,0.0467
42,Wakorumba Selatan,Muna,2025,0.0,-1.7299,0.0,-0.0041,0.0,-15.1583,0.0,0.0192
43,Lasalepa,Muna,2025,0.0,-1.5081,0.0,-0.0009,0.0,-13.9181,0.0,-0.0033
44,Batalaiworu,Muna,2025,0.0,-1.966,0.0,-0.0016,0.0,-9.6737,0.0,0.0529
45,Katobu,Muna,2025,0.0,-2.1009,0.0,-0.0015,0.0,-8.889,0.0,0.0701
46,Duruka,Muna,2025,0.0,-2.1843,0.0,-0.0041,0.0,-9.9123,0.0,0.083
47,Lohia,Muna,2025,0.0,-1.8869,0.0,-0.002,0.0,-12.1711,0.0,0.0395
48,Watopute,Muna,2025,0.0,-1.7497,0.0,0.0002,0.0,-10.2692,0.0,0.0272
49,Kontunaga,Muna,2025,0.0,-2.1252,0.0,-0.001,0.0,-7.1515,0.0,0.0679
50,Kabangka,Muna,2025,-1.179,-1.2325,-0.0006,-0.0011,-16.8301,-14.3741,-0.0172,-0.0374
51,Kabawo,Muna,2025,0.0,-1.2972,0.0,-0.0019,0.0,-17.8372,0.0,-0.0255
52,Parigi,Muna,2025,-1.2244,-1.2403,-0.0014,-0.0018,-22.3623,-20.8647,-0.0468,-0.0457
53,Bone,Muna,2025,0.0,-0.8883,0.0,-0.0012,0.0,-32.0682,0.0,-0.0934
54,Tongkuno,Muna,2025,0.0,-1.0371,0.0,-0.001,0.0,-30.2708,0.0,-0.0716
55,Pasir Putih,Muna,2025,0.0,-1.1622,0.0,-0.002,0.0,-26.1686,0.0,-0.0602
56,Kontu Kowuna,Muna,2025,0.0,-1.285,0.0,-0.0008,0.0,-13.9899,0.0,-0.037
57,Marobo,Muna,2025,0.0,-0.9878,0.0,-0.0018,0.0,-26.0662,0.0,-0.0779
58,Tongkuno Selatan,Muna,2025,0.0,-0.7119,0.0,-0.0009,0.0,-39.4714,0.0,-0.1189
59,Pasi Kolaga,Muna,2025,0.0,-1.0652,0.0,-0.0015,0.0,-29.7978,0.0,-0.069
60,Batukara,Muna,2025,0.0,-1.8057,0.0,-0.0031,0.0,-14.1688,0.0,0.0255
61,Towea,Muna,2025,0.0,-0.5799,0.0,-0.0003,0.0,-28.0416,0.0,-0.1163
62,Pasarwajo,Buton,2025,0.0,-0.5534,0.0,-0.001,0.0,-14.5855,0.0,-0.1304
63,Kapontori,Buton,2025,-1.8949,-1.073,0.008,-0.0024,-25.7973,-15.9705,0.0602,-0.0571
64,Lasalimu,Buton,2025,-1.4176,-1.0692,-0.0038,-0.0018,-1.8757,-9.8013,-0.0073,-0.0575
65,Lasalimu Selatan,Buton,2025,-0.4017,-0.4984,-0.0015,-0.0026,-23.1159,-21.389,-0.1513,-0.1394
66,Siotapina,Buton,2025,0.0,-0.5121,0.0,-0.0067,0.0,-28.0722,0.0,-0.1397
67,Wolowa,Buton,2025,0.0,-0.6393,0.0,-0.0018,0.0,-13.4139,0.0,-0.1304
68,Wabula,Buton,2025,0.0,0.4645,0.0,0.0021,0.0,-55.1453,0.0,-0.2397
69,Tinanggea,Konawe Selatan,2025,-1.8193,-1.5073,-0.0042,-0.0054,-1.2133,-7.1326,0.0896,0.0323
70,Angata,Konawe Selatan,2025,-2.1597,-2.1784,-0.0042,-0.0036,-13.5055,-9.4401,0.1008,0.1011
71,Andoolo,Konawe Selatan,2025,0.0,-1.7326,0.0,-0.0033,0.0,-6.5429,0.0,0.058
72,Palangga,Konawe Selatan,2025,-0.9841,-1.0635,0.0105,-0.0036,-8.6532,-14.58,-0.108,-0.0308
73,Landono,Konawe Selatan,2025,-2.1723,-2.2058,-0.0054,-0.0055,-18.2938,-19.0254,0.1054,0.1031
74,Lainea,Konawe Selatan,2025,0.0957,-0.1186,0.0014,0.0025,-40.7547,-34.9343,-0.1966,-0.1739
75,Konda,Konawe Selatan,2025,-2.0018,-1.924,-0.0064,-0.0049,-16.9872,-11.6687,0.1052,0.0685
76,Ranomeeto,Konawe Selatan,2025,-2.0953,-2.123,-0.0052,-0.0056,-16.7344,-15.4151,0.114,0.0949
77,Kolono,Konawe Selatan,2025,-0.5036,-0.4404,-0.003,0.0034,-23.1862,-26.6371,-0.0996,-0.1435
78,Moramo,Konawe Selatan,2025,-1.3913,-1.4986,-0.0029,-0.004,-6.7314,-14.0272,0.0937,-0.0328
79,Laonti,Konawe Selatan,2025,0.0,-0.2079,0.0,-0.002,0.0,-24.0793,0.0,-0.1449
80,Lalembuu,Konawe Selatan,2025,-2.0532,-2.1629,-0.0009,-0.0069,1.992,-0.2587,0.0919,0.1203
81,Benua,Konawe Selatan,2025,0.0,-2.1685,0.0,-0.0042,0.0,-7.1499,0.0,0.1105
82,Palangga Selatan,Konawe Selatan,2025,-0.3385,-0.3528,0.0008,-0.0031,-24.999,-24.6785,-0.1316,-0.1198
83,Mowila,Konawe Selatan,2025,-2.2088,-2.178,-0.0054,-0.005,-19.645,-17.2629,0.1105,0.1073
84,Moramo Utara,Konawe Selatan,2025,-1.7469,-1.3621,-0.0048,-0.004,-12.4863,-13.0075,0.044,0.0096
85,Buke,Konawe Selatan,2025,0.0,-2.0998,0.0,-0.0046,0.0,-9.9027,0.0,0.0966
86,Wolasi,Konawe Selatan,2025,-1.5773,-1.4782,-0.0043,-0.0039,-10.652,-11.1043,0.029,0.0119
87,Laeya,Konawe Selatan,2025,-0.5561,-0.5465,0.0008,-0.004,-18.6416,-24.6712,-0.108,-0.0971
88,Baito,Konawe Selatan,2025,-1.8003,-1.7651,-0.0034,-0.0045,-11.0444,-11.7777,0.0469,0.0543
89,Basala,Konawe Selatan,2025,-2.1469,-2.1978,-0.0035,-0.0048,1.1056,-2.0764,0.1084,0.1203
90,Ranomeeto Barat,Konawe Selatan,2025,-2.1574,-2.3607,-0.0054,-0.0075,-18.0419,-26.7238,0.1335,0.1069
91,Kolono Timur,Konawe Selatan,2025,0.0,-0.2056,0.0,-0.0019,0.0,-33.1246,0.0,-0.157
92,Sabulakoa,Konawe Selatan,2025,-2.2131,-2.1758,-0.0057,-0.0058,-22.0303,-22.1508,0.1256,0.0901
93,Andoolo Barat,Konawe Selatan,2025,0.0,-2.0651,0.0,-0.0039,0.0,-3.4383,0.0,0.097
94,Poleang,Bombana,2025,0.0,-0.5679,0.0,0.0001,0.0,-29.1733,0.0,-0.1038
95,Poleang Timur,Bombana,2025,-0.8846,-1.1991,0.0022,-0.0018,-8.2674,-13.552,-0.045,-0.1278
96,Rarowatu,Bombana,2025,-0.9976,-0.9271,-0.0001,-0.0011,-5.0847,-7.8596,-0.0392,-0.051
97,Rumbia,Bombana,2025,-0.7466,-0.8572,-0.0037,0.0015,-13.8052,-15.8347,-0.094,-0.0153
98,Kabaena,Bombana,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Kabaena Timur,Bombana,2025,0.0,-1.1575,0.0,-0.0035,0.0,-30.5266,0.0,-0.0584
100,Poleang Barat,Bombana,2025,0.0,-0.8288,0.0,-0.0002,0.0,-25.6184,0.0,-0.0646
101,Mata Oleo,Bombana,2025,-0.3073,-0.2826,0.0016,0.0001,-28.8052,-27.4392,-0.1818,-0.1394
102,Rarowatu Utara,Bombana,2025,-1.4258,-1.7973,-0.0053,-0.01,-4.2444,-7.7366,0.0437,0.0509
103,Poleang Utara,Bombana,2025,-0.9354,-0.9737,0.0006,-0.0003,-7.4695,-7.7407,-0.0499,-0.0324
104,Poleang Selatan,Bombana,2025,-0.6246,-0.6971,0.0021,0.002,-20.2783,-17.115,-0.0218,-0.0867
105,Poleang Tenggara,Bombana,2025,-0.4474,-0.4415,0.0014,0.0018,-19.5207,-20.6342,-0.1536,-0.1348
106,Kabaena Selatan,Bombana,2025,0.0,-0.4852,0.0,0.0106,0.0,-47.6757,0.0,-0.292
107,Kabaena Barat,Bombana,2025,0.0,-0.4307,0.0,-0.0015,0.0,-44.2908,0.0,-0.1071
108,Kabaena Utara,Bombana,2025,-0.4923,-0.6864,-0.0009,-0.0029,-43.3874,-38.1523,-0.1435,-0.1454
109,Kabaena Tengah,Bombana,2025,0.0,-1.1322,0.0,-0.0044,0.0,-30.2729,0.0,-0.0427
110,Kep. Masaloka Raya,Bombana,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Rumbia Tengah,Bombana,2025,-0.5778,-0.5357,-0.0026,-0.0012,-19.4752,-21.8372,-0.1175,-0.1131
112,Poleang Tengah,Bombana,2025,-0.639,-0.6929,0.0005,0.0001,-20.7503,-19.8976,-0.0911,-0.0789
113,Tontonunu,Bombana,2025,-0.8605,-0.8213,-0.0001,-0.001,-8.0731,-11.1652,-0.0782,-0.065
114,Lantari Jaya,Bombana,2025,-1.5793,-1.9603,-0.0032,-0.0096,-0.2189,-4.5053,0.073,0.0696
115,Mata Usu,Bombana,2025,0.0,-1.5462,0.0,-0.0015,0.0,-0.0644,0.0,0.0394
116,Wangi-Wangi,Wakatobi,2025,0.0,-0.2564,0.0,0.0003,0.0,-33.4473,0.0,-0.1813
117,Kaledupa,Wakatobi,2025,0.0,0.2952,0.0,0.0001,0.0,-62.3275,0.0,-0.2699
118,Tomia,Wakatobi,2025,0.0,0.5315,0.0,-0.0,0.0,-79.688,0.0,-0.3398
119,Binongko,Wakatobi,2025,0.0,0.4136,0.0,0.0,0.0,-87.7141,0.0,-0.3084
120,Wangi Wangi Selatan,Wakatobi,2025,0.0,-0.14,0.0,0.0004,0.0,-39.3996,0.0,-0.199
121,Kaledupa Selatan,Wakatobi,2025,0.0,0.3801,0.0,-0.0,0.0,-70.3808,0.0,-0.285
122,Tomia Timur,Wakatobi,2025,0.0,0.4175,0.0,0.0,0.0,-82.7157,0.0,-0.3026
123,Togo Binongko,Wakatobi,2025,0.0,0.4121,0.0,0.0,0.0,-89.0497,0.0,-0.3094
124,Lasusua,Kolaka Utara,2025,0.0,0.1502,0.0,0.0005,0.0,84.8064,0.0,-0.2008
125,Pakue,Kolaka Utara,2025,0.0,0.3889,0.0,0.0014,0.0,-0.4524,0.0,-0.1664
126,Batu Putih,Kolaka Utara,2025,0.7232,0.7009,0.0014,0.0015,-14.5308,-9.7678,-0.1434,-0.1671
127,Rante Angin,Kolaka Utara,2025,0.2045,0.1815,0.0003,0.0003,44.2971,54.0509,-0.2193,-0.2007
128,Kodeoha,Kolaka Utara,2025,0.1424,0.2002,0.0005,0.001,46.9758,70.9634,-0.179,-0.0994
129,Ngapa,Kolaka Utara,2025,0.0,0.272,0.0,0.0015,0.0,57.1016,0.0,-0.0862
130,Wawo,Kolaka Utara,2025,0.1991,0.1259,0.0001,0.0004,24.0135,44.1815,-0.2395,-0.1391
131,Lambai,Kolaka Utara,2025,0.0,0.1893,0.0,0.0003,0.0,64.1854,0.0,-0.2266
132,Watunohu,Kolaka Utara,2025,0.0,0.2399,0.0,0.001,0.0,31.1867,0.0,-0.0049
133,Pakue Tengah,Kolaka Utara,2025,0.5439,0.5509,0.0012,0.0015,-10.6446,-3.3171,-0.1622,-0.1849
134,Pakue Utara,Kolaka Utara,2025,0.6407,0.6311,0.0012,0.0019,-14.3847,0.5133,-0.1569,-0.1977
135,Porehu,Kolaka Utara,2025,0.0,0.607,0.0,0.0039,0.0,4.5872,0.0,-0.1288
136,Katoi,Kolaka Utara,2025,0.1071,0.0915,0.0002,0.0002,58.6328,71.3627,-0.1881,-0.1892
137,Tiwu,Kolaka Utara,2025,0.0,0.014,0.0,0.0002,0.0,42.1304,0.0,-0.4492
138,Tolala,Kolaka Utara,2025,0.0,0.4346,0.0,0.0008,0.0,-21.7639,0.0,-0.1253
139,Asera,Konawe Utara,2025,0.0,-0.3245,0.0,-0.0046,0.0,-26.526,0.0,-0.0635
140,Wiwirano,Konawe Utara,2025,0.0706,-0.1392,-0.0038,-0.0054,-24.0186,-12.595,-0.085,-0.0145
141,Langgikima,Konawe Utara,2025,0.0,0.5993,0.0,-0.0025,0.0,-27.0011,0.0,-0.1894
142,Molawe,Konawe Utara,2025,0.0,-0.3818,0.0,-0.0044,0.0,-30.207,0.0,-0.1016
143,Lasolo,Konawe Utara,2025,0.0,-1.0539,0.0,-0.0078,0.0,-28.277,0.0,-0.0224
144,Lembo,Konawe Utara,2025,0.0,-0.9783,0.0,-0.0073,0.0,-27.6081,0.0,-0.0282
145,Sawa,Konawe Utara,2025,-0.7731,-0.6879,-0.0043,-0.0019,-25.6637,-25.4654,-0.0632,-0.0768
146,Oheo,Konawe Utara,2025,-0.2529,-0.1402,-0.0047,-0.0049,-30.2648,-29.2343,-0.0667,-0.1351
147,Andowia,Konawe Utara,2025,0.0,-0.3585,0.0,-0.0119,0.0,-35.4213,0.0,-0.0801
148,Motui,Konawe Utara,2025,-1.4154,-1.1531,-0.0049,-0.006,-26.0087,-26.6704,0.0209,-0.022
149,Wawolesea,Konawe Utara,2025,0.0,-0.9415,0.0,-0.0074,0.0,-28.5849,0.0,-0.0369
150,Lasolo Kepulauan,Konawe Utara,2025,0.0,0.8459,0.0,0.0026,0.0,-29.4773,0.0,-0.2294
151,Landawe,Konawe Utara,2025,0.0999,0.3318,-0.0036,-0.0047,-25.2362,-26.4704,-0.1324,-0.1647
152,Kulisusu,Buton Utara,2025,0.0,-0.5667,0.0,-0.0009,0.0,-23.3471,0.0,-0.1238
153,Kambowa,Buton Utara,2025,0.0,-1.2333,0.0,-0.0016,0.0,-16.1757,0.0,-0.04
154,Bonegunu,Buton Utara,2025,0.0,-1.2381,0.0,0.0005,0.0,-16.2818,0.0,-0.0514
155,Kulisusu Barat,Buton Utara,2025,-1.263,-1.1328,0.0001,-0.0042,-15.3391,-15.9103,-0.0437,-0.0435
156,Kulisusu Utara,Buton Utara,2025,0.0,-0.3676,0.0,-0.003,0.0,-21.908,0.0,-0.1286
157,Wakorumba Utara,Buton Utara,2025,0.0,-1.0919,0.0,-0.0012,0.0,-18.6206,0.0,-0.0116
158,Tirawuta,Kolaka Timur,2025,-1.3228,-1.0092,-0.0026,-0.0018,-8.6895,-6.8529,0.04,0.0018
159,Loea,Kolaka Timur,2025,-1.3915,-1.0204,-0.0021,-0.0008,-6.6811,-4.4459,0.1326,0.006
160,Ladongi,Kolaka Timur,2025,-1.6321,-1.1913,-0.0021,-0.0005,-7.4327,-4.2887,0.0677,0.0236
161,Poli Polia,Kolaka Timur,2025,-1.6949,-1.4377,-0.0014,-0.0007,-4.3671,-4.1364,0.071,0.0463
162,Lambandia,Kolaka Timur,2025,-2.1204,-1.99,-0.0024,-0.0028,1.1038,-1.0739,0.1023,0.1056
163,Lalolae,Kolaka Timur,2025,-0.0965,-0.0581,0.0011,0.0011,3.8832,4.435,-0.0989,-0.0822
164,Mowewe,Kolaka Timur,2025,0.4728,0.4969,0.0016,0.0018,8.6654,8.1259,-0.1281,-0.1731
165,Uluiwoi,Kolaka Timur,2025,0.0,0.5724,0.0,-0.0013,0.0,-6.7886,0.0,-0.1684
166,Tinondo,Kolaka Timur,2025,-0.0757,0.268,-0.0003,0.0002,-1.8441,-0.3396,0.1144,-0.1242
167,Aere,Kolaka Timur,2025,-1.7429,-1.4999,-0.0033,-0.0006,-4.2462,-2.7605,0.215,0.0694
168,Ueesi,Kolaka Timur,2025,0.0,0.7784,0.0,0.0004,0.0,21.8043,0.0,-0.2434
169,Dangia,Kolaka Timur,2025,-1.8572,-2.1011,-0.0005,-0.0028,-7.4582,-4.7885,0.1013,0.1096
170,Wawonii Barat,Konawe Kepulauan,2025,0.0,0.5662,0.0,-0.0004,0.0,-34.4362,0.0,-0.2569
171,Wawonii Utara,Konawe Kepulauan,2025,0.496,0.5525,0.0028,0.0014,-39.7544,-38.4715,-0.2521,-0.2466
172,Wawonii Timur Laut,Konawe Kepulauan,2025,0.0,0.5225,0.0,0.0002,0.0,-38.4142,0.0,-0.2365
173,Wawonii Timur,Konawe Kepulauan,2025,0.0,0.5202,0.0,0.0007,0.0,-36.4989,0.0,-0.239
174,Wawonii Tenggara,Konawe Kepulauan,2025,0.0,0.5926,0.0,-0.0048,0.0,-31.746,0.0,-0.2507
175,Wawonii Selatan,Konawe Kepulauan,2025,0.0,0.398,0.0,-0.0007,0.0,-31.1635,0.0,-0.2223
176,Wawonii Tengah,Konawe Kepulauan,2025,0.0,0.4497,0.0,-0.0031,0.0,-30.1779,0.0,-0.243
177,Sawerigadi,Muna Barat,2025,-1.1067,-1.1269,-0.0001,-0.0002,-12.7089,-13.6614,-0.0563,-0.0511
178,Barangka,Muna Barat,2025,0.0,-1.5601,0.0,-0.0006,0.0,-9.7469,0.0,0.0022
179,Lawa,Muna Barat,2025,0.0,-1.5788,0.0,-0.0032,0.0,-8.7461,0.0,0.0153
180,Wadaga,Muna Barat,2025,0.0,-1.4537,0.0,-0.0007,0.0,-14.6727,0.0,0.0063
181,Tiworo Selatan,Muna Barat,2025,-0.9886,-1.0655,-0.0007,-0.0009,-15.6441,-15.2695,-0.0643,-0.0567
182,Maginti,Muna Barat,2025,0.0,-0.8925,0.0,-0.001,0.0,-18.766,0.0,-0.0796
183,Tiworo Tengah,Muna Barat,2025,-0.9076,-0.7357,-0.0,-0.0007,-16.4828,-19.6995,-0.078,-0.0929
184,Tiworo Utara,Muna Barat,2025,0.0,-0.5282,0.0,-0.0005,0.0,-22.9365,0.0,-0.1199
185,Tiworo Kepulauan,Muna Barat,2025,-0.926,-0.8032,0.0023,-0.0002,-13.8833,-17.2771,-0.1063,-0.0916
186,Kusambi,Muna Barat,2025,0.0,-1.0186,0.0,-0.0009,0.0,-16.3926,0.0,-0.0635
187,Napano Kusambi,Muna Barat,2025,0.0,-0.7891,0.0,-0.0,0.0,-19.0666,0.0,-0.0871
188,Lakudo,Buton Tengah,2025,0.0,-0.5693,0.0,-0.0,0.0,-38.3116,0.0,0.0071
189,Mawasangka Timur,Buton Tengah,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Mawasangka Tengah,Buton Tengah,2025,0.0,0.0945,0.0,-0.0001,0.0,-68.9649,0.0,-0.2485
191,Mawasangka,Buton Tengah,2025,-0.5848,-0.4973,-0.0006,0.0034,-36.029,-35.2998,-0.1333,-0.1579
192,Talaga Raya,Buton Tengah,2025,0.0,0.1106,0.0,0.0005,0.0,-58.2599,0.0,-0.2423
193,Gu,Buton Tengah,2025,0.0,-0.5795,0.0,-0.0006,0.0,-40.9706,0.0,-0.1377
194,Sangia Wambulu,Buton Tengah,2025,0.0,-0.6993,0.0,-0.0005,0.0,-23.6825,0.0,-0.116
195,Batauga,Buton Selatan,2025,0.0,-0.2174,0.0,-0.001,0.0,-34.5485,0.0,-0.1688
196,Sampolawa,Buton Selatan,2025,0.0,-0.3186,0.0,-0.0016,0.0,-24.1392,0.0,-0.1693
197,Lapandewa,Buton Selatan,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Batu Atas,Buton Selatan,2025,0.0,0.3581,0.0,0.0,0.0,-119.5147,0.0,-0.2698
199,Siompu Barat,Buton Selatan,2025,0.0,0.3858,0.0,-0.0,0.0,-93.0025,0.0,-0.259
200,Siompu,Buton Selatan,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Kadatua,Buton Selatan,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Mandonga,Kota Kendari,2025,0.0,-1.6635,0.0,-0.0028,0.0,-20.5687,0.0,0.0626
203,Kendari,Kota Kendari,2025,0.0,-0.9129,0.0,-0.0032,0.0,-20.6071,0.0,-0.0536
204,Baruga,Kota Kendari,2025,-1.7926,-1.8018,-0.0052,-0.0053,-14.2127,-16.104,0.0508,0.0587
205,Poasia,Kota Kendari,2025,0.0,-1.4103,0.0,-0.0043,0.0,-16.5062,0.0,0.0071
206,Kendari Barat,Kota Kendari,2025,0.0,-1.2173,0.0,-0.0037,0.0,-19.3623,0.0,-0.0175
207,Abeli,Kota Kendari,2025,0.0,-1.2338,0.0,-0.0038,0.0,-17.5083,0.0,-0.0133
208,Wua-Wua,Kota Kendari,2025,0.0,-1.6227,0.0,-0.0028,0.0,-10.805,0.0,0.0021
209,Kadia,Kota Kendari,2025,0.0,-1.9767,0.0,-0.0055,0.0,-22.9771,0.0,0.0976
210,Puuwatu,Kota Kendari,2025,0.0,-2.3351,0.0,-0.007,0.0,-29.7168,0.0,0.2215
211,Kambu,Kota Kendari,2025,0.0,-1.6029,0.0,-0.0047,0.0,-15.4431,0.0,0.0333
212,Nambo,Kota Kendari,2025,0.0,-1.0766,0.0,-0.0036,0.0,-17.8509,0.0,-0.0348
213,Betoambari,Kota Bau Bau,2025,0.0,-0.4612,0.0,-0.0009,0.0,-24.6426,0.0,-0.1509
214,Wolio,Kota Bau Bau,2025,0.0,-0.6332,0.0,-0.0012,0.0,-17.9637,0.0,-0.0981
215,Sorawolio,Kota Bau Bau,2025,-0.6977,-0.6891,-0.0023,-0.0005,-13.4672,-14.2459,-0.0988,-0.1009
216,Bungi,Kota Bau Bau,2025,-0.9145,-0.856,-0.0007,0.001,-13.579,-14.059,-0.0873,-0.0987
217,Kokalukuna,Kota Bau Bau,2025,0.0,-0.6393,0.0,-0.001,0.0,-14.3017,0.0,-0.1361
218,Murhum,Kota Bau Bau,2025,0.0,-0.4931,0.0,-0.0008,0.0,-23.2561,0.0,-0.1582
219,Lea-Lea,Kota Bau Bau,2025,-0.8922,-0.8319,-0.0004,0.0001,-16.2204,-17.481,-0.0856,-0.1067
220,Batupoaro,Kota Bau Bau,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Wundulako,Kolaka,2030,0.9269,1.1591,0.0049,0.0069,43.8681,42.8949,0.2101,0.1958
1,Kolaka,Kolaka,2030,0.9837,1.139,0.0048,0.0057,45.4607,43.9117,0.1892,0.1971
2,Pomalaa,Kolaka,2030,1.0968,1.2616,0.0064,0.0089,37.1429,47.4076,0.134,0.0642
3,Watubangga,Kolaka,2030,1.098,1.3921,0.0095,0.0108,32.255,44.0106,0.2561,0.1571
4,Wolo,Kolaka,2030,0.6133,0.4977,0.0026,0.0026,115.6545,130.2115,0.1996,0.2258
5,Baula,Kolaka,2030,0.9208,1.2983,0.0051,0.0092,43.2613,45.5342,0.2248,0.198
6,Latambaga,Kolaka,2030,1.0207,1.0503,0.0035,0.0039,53.7527,53.8034,0.2387,0.2061
7,Tanggetada,Kolaka,2030,1.0094,1.149,0.005,0.0078,35.1898,40.7798,0.0687,0.2319
8,Samaturu,Kolaka,2030,0.6743,0.8115,0.0014,0.0022,65.2108,60.0041,0.1975,0.2137
9,Toari,Kolaka,2030,0.0,1.1751,0.0,0.0086,0.0,35.2702,0.0,0.1652
10,Polinggona,Kolaka,2030,1.1539,1.2907,0.0083,0.0097,33.7838,40.8523,0.28,0.1832
11,Iwoimendaa,Kolaka,2030,0.7006,0.5221,0.0029,0.0016,152.0864,150.3762,0.0468,0.218
12,Lambuya,Konawe,2030,0.3668,0.4386,0.0027,0.0035,17.8407,21.0038,0.2791,0.2806
13,Unaaha,Konawe,2030,0.3559,0.3952,0.0015,0.0024,6.6485,10.4817,0.2461,0.2622
14,Wawotobi,Konawe,2030,0.2175,0.2377,0.001,0.0012,9.1334,10.0421,0.2749,0.2831
15,Pondidaha,Konawe,2030,0.0467,0.0425,0.0005,0.0006,9.0539,9.3746,0.3071,0.3036
16,Sampara,Konawe,2030,0.0,0.1162,0.0,0.0015,0.0,11.9403,0.0,0.2939
17,Abuki,Konawe,2030,0.559,0.542,0.0017,0.0018,2.2041,3.115,0.2158,0.2344
18,Soropia,Konawe,2030,0.0,0.5458,0.0,0.0003,0.0,19.1992,0.0,0.1499
19,Tongauna,Konawe,2030,0.4286,0.4704,0.0022,0.0028,6.2492,7.772,0.2645,0.2868
20,Latoma,Konawe,2030,0.0,1.2365,0.0,0.0019,0.0,26.1073,0.0,0.1132
21,Puriala,Konawe,2030,0.4375,0.4501,0.0025,0.0023,16.4139,16.9753,0.2847,0.2793
22,Uepai,Konawe,2030,0.4299,0.4956,0.0032,0.0036,17.3697,15.6358,0.277,0.285
23,Wonggeduku,Konawe,2030,0.1246,0.0743,0.0013,0.001,13.5606,11.7933,0.2976,0.2932
24,Besulutu,Konawe,2030,0.0,0.0461,0.0,0.0011,0.0,10.7422,0.0,0.3012
25,Bondoala,Konawe,2030,0.0,0.064,0.0,0.001,0.0,10.6609,0.0,0.2692
26,Routa,Konawe,2030,0.0,0.8569,0.0,0.0073,0.0,59.0612,0.0,0.1974
27,Anggaberi,Konawe,2030,0.3196,0.377,0.0012,0.0022,6.7813,9.421,0.2571,0.3142
28,Meluhu,Konawe,2030,0.1142,0.1198,0.0003,0.0,6.499,3.6054,0.288,0.2637
29,Amonggedo,Konawe,2030,0.0576,0.0336,0.0009,-0.0001,14.3773,5.0262,0.318,0.2773
30,Asinua,Konawe,2030,0.7333,0.768,0.0007,0.0008,5.5176,7.343,0.2412,0.2732
31,Konawe,Konawe,2030,0.2868,0.3088,0.0025,0.0022,17.5807,14.1881,0.2916,0.2783
32,Kapoiala,Konawe,2030,0.0,0.4097,0.0,-0.0019,0.0,16.124,0.0,0.209
33,Lalonggasumeeto,Konawe,2030,0.0,0.7385,0.0,0.0079,0.0,27.6855,0.0,0.2162
34,Onembute,Konawe,2030,0.7028,0.6562,0.0042,0.0039,20.0395,20.4327,0.2331,0.2817
35,Padangguni,Konawe,2030,0.6355,0.6066,0.0012,0.0004,4.2121,0.9045,0.2172,0.2298
36,Morosi,Konawe,2030,0.3573,0.1853,0.0011,0.0012,15.1611,13.1556,0.2119,0.2482
37,Anggalomoare,Konawe,2030,0.0,0.4629,0.0,0.0023,0.0,19.9043,0.0,0.1818
38,Wonggeduku Barat,Konawe,2030,0.1874,0.2102,0.0017,0.002,14.4978,15.9586,0.2909,0.2946
39,Tongauna Utara,Konawe,2030,0.4005,0.4091,0.0017,0.0017,0.8801,3.9923,0.2386,0.365
40,Napabalano,Muna,2030,0.0,0.3693,0.0,0.0028,0.0,9.0048,0.0,0.2386
41,Maligano,Muna,2030,0.0,-0.1688,0.0,0.0043,0.0,13.131,0.0,0.3075
42,Wakorumba Selatan,Muna,2030,0.0,0.0647,0.0,0.0016,0.0,12.8255,0.0,0.2754
43,Lasalepa,Muna,2030,0.0,0.153,0.0,0.004,0.0,11.0138,0.0,0.2727
44,Batalaiworu,Muna,2030,0.0,0.0006,0.0,0.0043,0.0,13.0954,0.0,0.2939
45,Katobu,Muna,2030,0.0,-0.0584,0.0,0.0052,0.0,13.4256,0.0,0.3035
